https://crooksandliars.com/2024/09/elon-musk-sicko,https://crooksandliars.com/2024/09/elon-musk-sicko/amp,Elon Musk Is A Sicko,20241001T033000Z,https://crooksandliars.com/files/primary_image/24/09/musk_for_070922_cl.jpg,crooksandliars.com,English,United States
https://www.blackenterprise.com/voting-registration-deadlines-approaching-swing-states/,https://www.blackenterprise.com/voting-registration-deadlines-approaching-swing-states/amp/,Voting Registration Deadlines Are Approaching In These Swing States,20241001T211500Z,https://blackenterprise-prod.b-cdn.net/wp-content/blogs.dir/1/files/2023/11/GettyImages-1170722563.jpg,blackenterprise.com,English,United States
http://www.econotimes.com/Harris-Favored-to-Win-Presidency-But-Trump-Could-Gain-if-Economy-Weakens-1689130,,"Harris Favored to Win Presidency , But Trump Could Gain if Economy Weakens",20241001T083000Z,https://f1.econotimes.com/2024/10/qkcifj3gqp_th_1024x0.jpg,econotimes.com,English,United States
https://www.yahoo.com/news/kamala-harris-t-win-election-004849796.html,,Kamala Harris  cant win the election  without Pennsylvania : Chris Stirewalt,20241001T043000Z,https://media.zenfs.com/en/newsnation_articles_600/f1417b639b2f754536b72ebdbcc9af53,yahoo.com,English,United States
https://www.theyeshivaworld.com/news/general/2320132/what-happens-if-trump-doesnt-win-democracy-is-over-musk-warns.html,,"What Happens If Trump Doesnt Win ?  Democracy Is Over , Musk Warns – The Yeshiva World",20241001T013000Z,https://yeshivaworld.b-cdn.net/wp-content/uploads/2024/09/AP24249656784834.jpg,theyeshivaworld.com,English,United States
https://wset.com/news/nation-world/latino-voters-slowly-sliding-away-from-the-democratic-party-for-now-kamala-harris-donald-trump-hispanic-population-daca-recipients-immigration-economy-policy-jobs-deportations-asylum-polling-2024-election,https://wset.com/amp/news/nation-world/latino-voters-slowly-sliding-away-from-the-democratic-party-for-now-kamala-harris-donald-trump-hispanic-population-daca-recipients-immigration-economy-policy-jobs-deportations-asylum-polling-2024-election,Latino voters appear to be slowly sliding away from the Democratic party,20241002T000000Z,https://wset.com/resources/media/47452f78-6afe-403a-8aca-ab88f4ffca5e-large16x9_AP20261611489059.jpg,wset.com,English,United States
https://turnto10.com/news/nation-world/latino-voters-slowly-sliding-away-from-the-democratic-party-for-now-kamala-harris-donald-trump-hispanic-population-daca-recipients-immigration-economy-policy-jobs-deportations-asylum-polling-2024-election,https://turnto10.com/amp/news/nation-world/latino-voters-slowly-sliding-away-from-the-democratic-party-for-now-kamala-harris-donald-trump-hispanic-population-daca-recipients-immigration-economy-policy-jobs-deportations-asylum-polling-2024-election,Latino voters appear to be slowly sliding away from the Democratic party,20241001T234500Z,https://turnto10.com/resources/media/47452f78-6afe-403a-8aca-ab88f4ffca5e-large16x9_AP20261611489059.jpg,turnto10.com,English,United States
https://q947fm.iheart.com/content/2019-09-30-why-october-1st-matters-in-rock-history/,,Why October 1st Matters In Rock History,20241001T131500Z,"https://i.iheart.com/v3/re/new_assets/5d920fd8b1bf61326d161504?ops=gravity(%22north%22),fit(1200,675),quality(65)",q947fm.iheart.com,English,United States
https://khqa.com/news/beyond-the-podium/latino-voters-slowly-sliding-away-from-the-democratic-party-for-now-kamala-harris-donald-trump-hispanic-population-daca-recipients-immigration-economy-policy-jobs-deportations-asylum-polling-2024-election,https://khqa.com/amp/news/beyond-the-podium/latino-voters-slowly-sliding-away-from-the-democratic-party-for-now-kamala-harris-donald-trump-hispanic-population-daca-recipients-immigration-economy-policy-jobs-deportations-asylum-polling-2024-election,Latino voters appear to be slowly sliding away from the Democratic party,20241001T223000Z,https://khqa.com/resources/media/47452f78-6afe-403a-8aca-ab88f4ffca5e-large16x9_AP20261611489059.jpg,khqa.com,English,United States
https://dailycaller.com/2024/09/30/pollster-matt-towery-data-dems-swing-states/,,  I Have Not Seen This In Age : Pollster Warns Of Concerning Data For Dems In Nearly All Swing States,20241001T040000Z,https://cdn01.dailycaller.com/wp-content/uploads/2024/09/Screenshot-2024-10-01-9.22.56-AM-e1727746041728.jpg,dailycaller.com,English,United States
https://talkingpointsmemo.com/edblog/whats-going-on-with-trumps-outsourced-gotv-effort,,What Going on With Trump Outsourced GOTV Effort ? ,20241001T181500Z,,talkingpointsmemo.com,English,United States
https://www.newsweek.com/donald-trump-biden-harris-iran-israel-attack-1962165,,Donald Trump Reaction Compared to Joe Biden on Iran Israeli Attack,20241001T211500Z,https://d.newsweek.com/en/full/2484893/iran-israel-attack.jpg,newsweek.com,English,United States
https://www.fox13now.com/news/politics/utah-gop-sending-volunteers-to-canvass-for-trump-in-battleground-states,,Utah GOP sending volunteers to canvass for Trump in battleground states,20241001T003000Z,http://ewscripps-brightspot.s3.amazonaws.com/c8/8c/e15704af4deaa872d1df7e0ae315/ap24273764498103.jpg,fox13now.com,English,United States
https://www.yahoo.com/news/larry-fink-says-us-elections-084935029.html,,Larry Fink Says US Elections Tend Not to Have Big Market Impact,20241001T104500Z,https://s.yimg.com/ny/api/res/1.2/80q1fXSf6b79nrdROFhFzw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03OTY-/https://media.zenfs.com/en/bloomberg_politics_602/cc00b5709aa8eccbc27382800c11a081,yahoo.com,English,United States
https://www.kalw.org/2024-10-01/the-growing-influence-of-latino-voters,,The growing influence of Latino voters,20241001T214500Z,http://npr-brightspot.s3.amazonaws.com/04/78/e4b2b4b3478e9589e9e9c0980926/20240924-193847.jpg,kalw.org,English,United States
